time,reference_point,iteration,ssid,bssid,channel,xr,yr,rssi_ap_digilab,rssi_ap_dosen,relative_position,time_numeric
2024-10-23 04:04:54.859425100+00:00,18,10,DTE Staff,3,11,989,1749,-62.0,-200.0,0,04:04:54.859425
2024-10-23 04:05:10.938764700+00:00,18,11,DTE Staff,3,11,989,1749,-61.0,-200.0,0,04:05:10.938764
2024-10-23 04:05:14.010769900+00:00,18,11,DTE Student,4,11,989,1749,-62.0,-200.0,0,04:05:14.010769
2024-10-23 04:05:29.482227700+00:00,18,12,DTE Staff,3,11,989,1749,-61.0,-200.0,0,04:05:29.482227
2024-10-23 04:05:32.546089500+00:00,18,12,DTE Student,4,11,989,1749,-61.0,-200.0,0,04:05:32.546089
2024-10-23 04:05:48.325152400+00:00,18,13,DTE Staff,3,11,989,1749,-61.0,-200.0,0,04:05:48.325152
2024-10-23 04:05:51.371360900+00:00,18,13,DTE Student,4,11,989,1749,-61.0,-200.0,0,04:05:51.371360
2024-10-23 04:06:07.982544800+00:00,18,14,DTE Staff,3,11,989,1749,-59.0,-200.0,0,04:06:07.982544
2024-10-23 04:06:26.616536100+00:00,18,15,DTE Staff,3,11,989,1749,-60.0,-200.0,0,04:06:26.616536
2024-10-23 04:06:29.691424100+00:00,18,15,DTE Student,4,11,989,1749,-61.0,-200.0,0,04:06:29.691424
2024-10-23 04:06:46.079485400+00:00,18,16,DTE Staff,3,11,989,1749,-61.0,-200.0,0,04:06:46.079485
2024-10-23 04:06:49.139071500+00:00,18,16,DTE Student,4,11,989,1749,-61.0,-200.0,0,04:06:49.139071
2024-10-23 04:07:05.442080600+00:00,18,17,DTE Student,4,11,989,1749,-60.0,-200.0,0,04:07:05.442080
2024-10-23 04:07:08.493939800+00:00,18,17,DTE Staff,3,11,989,1749,-61.0,-200.0,0,04:07:08.493939
2024-10-23 04:07:28.262775600+00:00,18,18,DTE Staff,3,11,989,1749,-61.0,-200.0,0,04:07:28.262775
2024-10-23 04:07:51.803675500+00:00,18,19,DTE Staff,3,11,989,1749,-59.0,-200.0,0,04:07:51.803675
2024-10-23 04:07:54.881261600+00:00,18,19,DTE Student,4,11,989,1749,-60.0,-200.0,0,04:07:54.881261
2024-10-23 04:08:10.856965600+00:00,18,20,DTE Staff,3,11,989,1749,-64.0,-200.0,0,04:08:10.856965
2024-10-23 04:08:13.928190300+00:00,18,20,DTE Student,4,11,989,1749,-65.0,-200.0,0,04:08:13.928190
2024-10-23 04:09:51.488512900+00:00,19,1,DTE Staff,3,11,989,1948,-75.0,-200.0,0,04:09:51.488512
2024-10-23 04:09:54.198929900+00:00,19,1,DTE Student,4,11,989,1948,-78.0,-200.0,0,04:09:54.198929
2024-10-23 04:10:11.691999100+00:00,19,2,DTE Student,4,11,989,1948,-69.0,-200.0,0,04:10:11.691999
2024-10-23 04:10:16.092120100+00:00,19,2,DTE Staff,3,11,989,1948,-70.0,-200.0,0,04:10:16.092120
2024-10-23 04:10:32.273056600+00:00,19,3,DTE Student,4,11,989,1948,-79.0,-200.0,0,04:10:32.273056
2024-10-23 04:10:34.747867800+00:00,19,3,DTE Staff,3,11,989,1948,-79.0,-200.0,0,04:10:34.747867
2024-10-23 04:11:11.709555800+00:00,19,5,DTE Staff,3,11,989,1948,-75.0,-200.0,0,04:11:11.709555
2024-10-23 04:11:14.612141100+00:00,19,5,DTE Student,4,11,989,1948,-78.0,-200.0,0,04:11:14.612141
2024-10-23 04:11:30.339073500+00:00,19,6,DTE Staff,3,11,989,1948,-73.0,-200.0,0,04:11:30.339073
2024-10-23 04:11:37.386390+00:00,19,6,DTE Student,4,11,989,1948,-75.0,-200.0,0,04:11:37.386390
2024-10-23 04:11:53.175895+00:00,19,7,DTE Student,4,11,989,1948,-77.0,-200.0,0,04:11:53.175895
2024-10-23 04:11:53.480306200+00:00,19,7,DTE Staff,3,11,989,1948,-77.0,-200.0,0,04:11:53.480306
2024-10-23 04:12:08.841359800+00:00,19,8,DTE Staff,3,11,989,1948,-75.0,-200.0,0,04:12:08.841359
2024-10-23 04:12:16.747474600+00:00,19,8,DTE Student,4,11,989,1948,-78.0,-200.0,0,04:12:16.747474
2024-10-23 04:12:27.574828200+00:00,19,9,DTE Staff,3,11,989,1948,-77.0,-200.0,0,04:12:27.574828
2024-10-23 04:12:30.652651300+00:00,19,9,DTE Student,4,11,989,1948,-79.0,-200.0,0,04:12:30.652651
2024-10-23 04:12:46.950358200+00:00,19,10,DTE Student,4,11,989,1948,-76.0,-200.0,0,04:12:46.950358
2024-10-23 04:12:50.032359400+00:00,19,10,DTE Staff,3,11,989,1948,-76.0,-200.0,0,04:12:50.032359
2024-10-23 04:13:05.784575800+00:00,19,11,DTE Student,4,11,989,1948,-74.0,-200.0,0,04:13:05.784575
2024-10-23 04:13:10.469845200+00:00,19,11,DTE Staff,3,11,989,1948,-76.0,-200.0,0,04:13:10.469845
2024-10-23 04:13:28.919529900+00:00,19,12,DTE Staff,3,11,989,1948,-73.0,-200.0,0,04:13:28.919529
2024-10-23 04:13:28.987223900+00:00,19,12,DTE Student,4,11,989,1948,-74.0,-200.0,0,04:13:28.987223
2024-10-23 04:13:53.591190600+00:00,19,13,DTE Staff,3,11,989,1948,-71.0,-200.0,0,04:13:53.591190
2024-10-23 04:13:56.663018800+00:00,19,13,DTE Student,4,11,989,1948,-72.0,-200.0,0,04:13:56.663018
2024-10-23 04:14:16.320573800+00:00,19,14,DTE Staff,3,11,989,1948,-71.0,-200.0,0,04:14:16.320573
2024-10-23 04:14:19.382463100+00:00,19,14,DTE Student,4,11,989,1948,-72.0,-200.0,0,04:14:19.382463
2024-10-23 04:14:38.261852500+00:00,19,15,DTE Staff,3,11,989,1948,-75.0,-200.0,0,04:14:38.261852
2024-10-23 04:14:41.007794200+00:00,19,15,DTE Student,4,11,989,1948,-77.0,-200.0,0,04:14:41.007794
2024-10-23 04:14:57.506894300+00:00,19,16,DTE Student,4,11,989,1948,-69.0,-200.0,0,04:14:57.506894
2024-10-23 04:15:00.984267100+00:00,19,16,DTE Staff,3,11,989,1948,-71.0,-200.0,0,04:15:00.984267
2024-10-23 04:15:17.151346+00:00,19,17,DTE Student,4,11,989,1948,-74.0,-200.0,0,04:15:17.151346
2024-10-23 04:15:20.143567400+00:00,19,17,DTE Staff,3,11,989,1948,-75.0,-200.0,0,04:15:20.143567
2024-10-23 04:15:39.077027400+00:00,19,18,DTE Staff,3,11,989,1948,-74.0,-200.0,0,04:15:39.077027
2024-10-23 04:15:42.141500200+00:00,19,18,DTE Student,4,11,989,1948,-78.0,-200.0,0,04:15:42.141500
2024-10-23 04:15:59.556700100+00:00,19,19,DTE Staff,3,11,989,1948,-70.0,-200.0,0,04:15:59.556700
2024-10-23 04:16:02.551016400+00:00,19,19,DTE Student,4,11,989,1948,-71.0,-200.0,0,04:16:02.551016
2024-10-23 04:16:18.171918300+00:00,19,20,DTE Student,4,11,989,1948,-74.0,-200.0,0,04:16:18.171918
2024-10-23 04:16:21.473665600+00:00,19,20,DTE Staff,3,11,989,1948,-76.0,-200.0,0,04:16:21.473665
2024-10-23 04:19:53.349484500+00:00,20,1,DTE Staff,3,11,989,2130,-78.0,-200.0,0,04:19:53.349484
2024-10-23 04:19:56.279258+00:00,20,1,DTE Student,4,11,989,2130,-81.0,-200.0,0,04:19:56.279258
2024-10-23 04:20:12.368404+00:00,20,2,DTE Student,4,11,989,2130,-79.0,-200.0,0,04:20:12.368404
2024-10-23 04:20:15.379691800+00:00,20,2,DTE Staff,3,11,989,2130,-81.0,-200.0,0,04:20:15.379691
2024-10-23 04:20:31.031582300+00:00,20,3,DTE Staff,3,11,989,2130,-77.0,-200.0,0,04:20:31.031582
2024-10-23 04:20:34.583225600+00:00,20,3,DTE Student,4,11,989,2130,-78.0,-200.0,0,04:20:34.583225
2024-10-23 04:21:07.349694400+00:00,20,4,DTE Student,4,11,989,2130,-73.0,-200.0,0,04:21:07.349694
2024-10-23 04:21:29.507606900+00:00,20,5,DTE Staff,3,11,989,2130,-75.0,-200.0,0,04:21:29.507606
2024-10-23 04:21:32.484716100+00:00,20,5,DTE Student,4,11,989,2130,-76.0,-200.0,0,04:21:32.484716
2024-10-23 04:21:48.401018200+00:00,20,6,DTE Staff,3,11,989,2130,-72.0,-200.0,0,04:21:48.401018
2024-10-23 04:21:51.436888100+00:00,20,6,DTE Student,4,11,989,2130,-72.0,-200.0,0,04:21:51.436888
2024-10-23 04:22:07.304198900+00:00,20,7,DTE Staff,3,11,989,2130,-73.0,-200.0,0,04:22:07.304198
2024-10-23 04:22:10.269243600+00:00,20,7,DTE Student,4,11,989,2130,-74.0,-200.0,0,04:22:10.269243
2024-10-23 04:22:26.078309500+00:00,20,8,DTE Student,4,11,989,2130,-78.0,-200.0,0,04:22:26.078309
2024-10-23 04:22:29.780096800+00:00,20,8,DTE Staff,3,11,989,2130,-78.0,-200.0,0,04:22:29.780096
2024-10-23 04:22:50.976004800+00:00,20,9,DTE Student,4,11,989,2130,-72.0,-200.0,0,04:22:50.976004
2024-10-23 04:23:04.848861600+00:00,20,10,DTE Staff,3,11,989,2130,-73.0,-200.0,0,04:23:04.848861
2024-10-23 04:23:07.857956100+00:00,20,10,DTE Student,4,11,989,2130,-74.0,-200.0,0,04:23:07.857956
2024-10-23 04:23:23.556303300+00:00,20,11,DTE Student,4,11,989,2130,-73.0,-200.0,0,04:23:23.556303
2024-10-23 04:23:28.622607300+00:00,20,11,DTE Staff,3,11,989,2130,-74.0,-200.0,0,04:23:28.622607
2024-10-23 04:23:47.928839100+00:00,20,12,DTE Staff,3,11,989,2130,-77.0,-200.0,0,04:23:47.928839
2024-10-23 04:23:50.958205900+00:00,20,12,DTE Student,4,11,989,2130,-77.0,-200.0,0,04:23:50.958205
2024-10-23 04:24:09.828636+00:00,20,13,DTE Student,4,11,989,2130,-73.0,-200.0,0,04:24:09.828636
2024-10-23 04:24:36.201018+00:00,20,14,DTE Staff,3,11,989,2130,-69.0,-200.0,0,04:24:36.201018
2024-10-23 04:24:39.235541100+00:00,20,14,DTE Student,4,11,989,2130,-70.0,-200.0,0,04:24:39.235541
2024-10-23 04:24:55.592354800+00:00,20,15,DTE Student,4,11,989,2130,-77.0,-200.0,0,04:24:55.592354
2024-10-23 04:25:33.920824+00:00,20,16,DTE Staff,3,11,989,2130,-77.0,-200.0,0,04:25:33.920824
2024-10-23 04:25:34.527946900+00:00,20,16,DTE Student,4,11,989,2130,-77.0,-200.0,0,04:25:34.527946
2024-10-23 04:25:58.368839800+00:00,20,17,DTE Student,4,11,989,2130,-75.0,-200.0,0,04:25:58.368839
2024-10-23 04:26:01.374669900+00:00,20,17,DTE Staff,3,11,989,2130,-75.0,-200.0,0,04:26:01.374669
2024-10-23 04:26:17.055731300+00:00,20,18,DTE Staff,3,11,989,2130,-76.0,-200.0,0,04:26:17.055731
2024-10-23 04:26:20.068950500+00:00,20,18,DTE Student,4,11,989,2130,-77.0,-200.0,0,04:26:20.068950
2024-10-23 04:26:35.968028400+00:00,20,19,DTE Staff,3,11,989,2130,-77.0,-200.0,0,04:26:35.968028
2024-10-23 04:26:38.953943900+00:00,20,19,DTE Student,4,11,989,2130,-78.0,-200.0,0,04:26:38.953943
2024-10-23 04:26:54.405371700+00:00,20,20,DTE Staff,3,11,989,2130,-74.0,-200.0,0,04:26:54.405371
2024-10-23 04:26:57.445954300+00:00,20,20,DTE Student,4,11,989,2130,-74.0,-200.0,0,04:26:57.445954
2024-10-23 06:44:09.012835400+00:00,20,20,DTE Student,4,11,989,2130,-74.0,-200.0,0,06:44:09.012835
2024-10-23 06:45:03.524209500+00:00,38,1,DTE Staff,3,11,1908,1202,-55.0,-200.0,1,06:45:03.524209
2024-10-23 06:45:06.589202800+00:00,38,1,DTE Student,4,11,1908,1202,-55.0,-200.0,1,06:45:06.589202
2024-10-23 06:45:09.547934200+00:00,38,1,DTE Staff,2,1,1908,1202,-200.0,-79.0,1,06:45:09.547934
2024-10-23 06:45:12.626883200+00:00,38,1,DTE Staff,1,1,1908,1202,-200.0,-80.0,1,06:45:12.626883
2024-10-23 06:45:28.622320700+00:00,38,2,DTE Student,4,11,1908,1202,-56.0,-200.0,1,06:45:28.622320
2024-10-23 06:45:31.557763500+00:00,38,2,DTE Staff,3,11,1908,1202,-57.0,-200.0,1,06:45:31.557763
2024-10-23 06:45:34.634506300+00:00,38,2,DTE Staff,2,1,1908,1202,-200.0,-78.0,1,06:45:34.634506
2024-10-23 06:45:37.725926900+00:00,38,2,DTE Staff,1,1,1908,1202,-200.0,-78.0,1,06:45:37.725926
2024-10-23 06:45:53.380391200+00:00,38,3,DTE Staff,3,11,1908,1202,-56.0,-200.0,1,06:45:53.380391
2024-10-23 06:45:56.340156300+00:00,38,3,DTE Student,4,11,1908,1202,-56.0,-200.0,1,06:45:56.340156
2024-10-23 06:45:59.311612100+00:00,38,3,DTE Staff,1,1,1908,1202,-200.0,-77.0,1,06:45:59.311612
2024-10-23 06:46:02.389887200+00:00,38,3,DTE Staff,2,1,1908,1202,-200.0,-78.0,1,06:46:02.389887
2024-10-23 06:46:18.194826200+00:00,38,4,DTE Student,4,11,1908,1202,-49.0,-200.0,1,06:46:18.194826
2024-10-23 06:46:21.133894500+00:00,38,4,DTE Staff,3,11,1908,1202,-49.0,-200.0,1,06:46:21.133894
2024-10-23 06:46:24.210181500+00:00,38,4,DTE Staff,1,1,1908,1202,-200.0,-75.0,1,06:46:24.210181
2024-10-23 06:46:27.107446700+00:00,38,4,DTE Staff,2,1,1908,1202,-200.0,-80.0,1,06:46:27.107446
2024-10-23 06:46:42.841311500+00:00,38,5,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:46:42.841311
2024-10-23 06:46:45.810087700+00:00,38,5,DTE Student,4,11,1908,1202,-51.0,-200.0,1,06:46:45.810087
2024-10-23 06:46:48.875210+00:00,38,5,DTE Staff,1,1,1908,1202,-200.0,-77.0,1,06:46:48.875210
2024-10-23 06:46:51.847421400+00:00,38,5,DTE Staff,2,1,1908,1202,-200.0,-78.0,1,06:46:51.847421
2024-10-23 06:47:09.942538500+00:00,38,6,DTE Student,4,11,1908,1202,-52.0,-200.0,1,06:47:09.942538
2024-10-23 06:47:13.904148900+00:00,38,6,DTE Staff,3,11,1908,1202,-52.0,-200.0,1,06:47:13.904148
2024-10-23 06:47:34.758746700+00:00,38,7,DTE Staff,3,11,1908,1202,-52.0,-200.0,1,06:47:34.758746
2024-10-23 06:47:37.742742900+00:00,38,7,DTE Student,4,11,1908,1202,-52.0,-200.0,1,06:47:37.742742
2024-10-23 06:47:41.267091800+00:00,38,7,DTE Staff,1,1,1908,1202,-200.0,-80.0,1,06:47:41.267091
2024-10-23 06:47:43.768148400+00:00,38,7,DTE Staff,2,1,1908,1202,-200.0,-80.0,1,06:47:43.768148
2024-10-23 06:48:00.981138400+00:00,38,8,DTE Student,4,11,1908,1202,-52.0,-200.0,1,06:48:00.981138
2024-10-23 06:48:04.042753300+00:00,38,8,DTE Staff,3,11,1908,1202,-52.0,-200.0,1,06:48:04.042753
2024-10-23 06:48:07.110185600+00:00,38,8,DTE Staff,1,1,1908,1202,-200.0,-80.0,1,06:48:07.110185
2024-10-23 06:48:10.027442200+00:00,38,8,DTE Staff,2,1,1908,1202,-200.0,-81.0,1,06:48:10.027442
2024-10-23 06:48:27.609682800+00:00,38,9,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:48:27.609682
2024-10-23 06:48:34.348972600+00:00,38,9,DTE Student,4,11,1908,1202,-52.0,-200.0,1,06:48:34.348972
2024-10-23 06:48:34.557237300+00:00,38,9,DTE Staff,2,1,1908,1202,-200.0,-77.0,1,06:48:34.557237
2024-10-23 06:48:36.710972300+00:00,38,9,DTE Staff,1,1,1908,1202,-200.0,-79.0,1,06:48:36.710972
2024-10-23 06:48:53.916038+00:00,38,10,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:48:53.916038
2024-10-23 06:48:56.988732+00:00,38,10,DTE Student,4,11,1908,1202,-51.0,-200.0,1,06:48:56.988732
2024-10-23 06:48:59.959336200+00:00,38,10,DTE Staff,2,1,1908,1202,-200.0,-78.0,1,06:48:59.959336
2024-10-23 06:49:03.129063200+00:00,38,10,DTE Staff,1,1,1908,1202,-200.0,-79.0,1,06:49:03.129063
2024-10-23 06:49:19.920751700+00:00,38,11,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:49:19.920751
2024-10-23 06:49:22.966222900+00:00,38,11,DTE Student,4,11,1908,1202,-53.0,-200.0,1,06:49:22.966222
2024-10-23 06:49:25.966774300+00:00,38,11,DTE Staff,1,1,1908,1202,-200.0,-79.0,1,06:49:25.966774
2024-10-23 06:49:29.038629800+00:00,38,11,DTE Staff,2,1,1908,1202,-200.0,-81.0,1,06:49:29.038629
2024-10-23 06:49:45.229952900+00:00,38,12,DTE Staff,3,11,1908,1202,-58.0,-200.0,1,06:49:45.229952
2024-10-23 06:49:48.283488400+00:00,38,12,DTE Student,4,11,1908,1202,-58.0,-200.0,1,06:49:48.283488
2024-10-23 06:49:51.255565200+00:00,38,12,DTE Staff,1,1,1908,1202,-200.0,-80.0,1,06:49:51.255565
2024-10-23 06:49:54.252063800+00:00,38,12,DTE Staff,2,1,1908,1202,-200.0,-81.0,1,06:49:54.252063
2024-10-23 06:50:11.260742900+00:00,38,13,DTE Staff,3,11,1908,1202,-53.0,-200.0,1,06:50:11.260742
2024-10-23 06:50:14.295663+00:00,38,13,DTE Student,4,11,1908,1202,-53.0,-200.0,1,06:50:14.295663
2024-10-23 06:50:17.380698300+00:00,38,13,DTE Staff,2,1,1908,1202,-200.0,-78.0,1,06:50:17.380698
2024-10-23 06:50:20.338366200+00:00,38,13,DTE Staff,1,1,1908,1202,-200.0,-82.0,1,06:50:20.338366
2024-10-23 06:50:36.246784400+00:00,38,14,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:50:36.246784
2024-10-23 06:50:39.279075400+00:00,38,14,DTE Student,4,11,1908,1202,-52.0,-200.0,1,06:50:39.279075
2024-10-23 06:50:42.256011500+00:00,38,14,DTE Staff,1,1,1908,1202,-200.0,-78.0,1,06:50:42.256011
2024-10-23 06:50:45.231953800+00:00,38,14,DTE Staff,2,1,1908,1202,-200.0,-79.0,1,06:50:45.231953
2024-10-23 06:51:01.921718300+00:00,38,15,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:51:01.921718
2024-10-23 06:51:04.987862600+00:00,38,15,DTE Student,4,11,1908,1202,-51.0,-200.0,1,06:51:04.987862
2024-10-23 06:51:08.014135300+00:00,38,15,DTE Staff,2,1,1908,1202,-200.0,-79.0,1,06:51:08.014135
2024-10-23 06:51:10.946363+00:00,38,15,DTE Staff,1,1,1908,1202,-200.0,-80.0,1,06:51:10.946363
2024-10-23 06:51:27.000571900+00:00,38,16,DTE Student,4,11,1908,1202,-51.0,-200.0,1,06:51:27.000571
2024-10-23 06:51:30.286741500+00:00,38,16,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:51:30.286741
2024-10-23 06:51:33.069341900+00:00,38,16,DTE Staff,1,1,1908,1202,-200.0,-78.0,1,06:51:33.069341
2024-10-23 06:51:36.105611800+00:00,38,16,DTE Staff,2,1,1908,1202,-200.0,-79.0,1,06:51:36.105611
2024-10-23 06:51:51.883928200+00:00,38,17,DTE Staff,3,11,1908,1202,-51.0,-200.0,1,06:51:51.883928
2024-10-23 06:51:54.856963400+00:00,38,17,DTE Student,4,11,1908,1202,-51.0,-200.0,1,06:51:54.856963
2024-10-23 06:51:57.823903800+00:00,38,17,DTE Staff,2,1,1908,1202,-200.0,-78.0,1,06:51:57.823903
2024-10-23 06:52:00.827407700+00:00,38,17,DTE Staff,1,1,1908,1202,-200.0,-79.0,1,06:52:00.827407
2024-10-23 06:52:16.765326500+00:00,38,18,DTE Staff,3,11,1908,1202,-52.0,-200.0,1,06:52:16.765326
2024-10-23 06:52:19.747598400+00:00,38,18,DTE Student,4,11,1908,1202,-52.0,-200.0,1,06:52:19.747598
2024-10-23 06:52:22.707919400+00:00,38,18,DTE Staff,1,1,1908,1202,-200.0,-79.0,1,06:52:22.707919
2024-10-23 06:52:25.790030600+00:00,38,18,DTE Staff,2,1,1908,1202,-200.0,-80.0,1,06:52:25.790030
2024-10-23 06:52:41.651598100+00:00,38,19,DTE Student,4,11,1908,1202,-52.0,-200.0,1,06:52:41.651598
2024-10-23 06:52:44.723186100+00:00,38,19,DTE Staff,3,11,1908,1202,-53.0,-200.0,1,06:52:44.723186
2024-10-23 06:52:47.792010100+00:00,38,19,DTE Staff,1,1,1908,1202,-200.0,-79.0,1,06:52:47.792010
2024-10-23 06:52:50.766397700+00:00,38,19,DTE Staff,2,1,1908,1202,-200.0,-79.0,1,06:52:50.766397
2024-10-23 06:53:07.457872900+00:00,38,20,DTE Staff,3,11,1908,1202,-50.0,-200.0,1,06:53:07.457872
2024-10-23 06:53:10.531817200+00:00,38,20,DTE Student,4,11,1908,1202,-50.0,-200.0,1,06:53:10.531817
2024-10-23 06:53:13.562140+00:00,38,20,DTE Staff,1,1,1908,1202,-200.0,-79.0,1,06:53:13.562140
2024-10-23 06:53:16.671262300+00:00,38,20,DTE Staff,2,1,1908,1202,-200.0,-79.0,1,06:53:16.671262
2024-10-23 06:56:00.006578100+00:00,36,1,DTE Staff,3,11,1678,1202,-47.0,-200.0,1,06:56:00.006578
2024-10-23 06:56:02.969509300+00:00,36,1,DTE Student,4,11,1678,1202,-48.0,-200.0,1,06:56:02.969509
2024-10-23 06:56:06.043397400+00:00,36,1,DTE Staff,2,1,1678,1202,-200.0,-82.0,1,06:56:06.043397
2024-10-23 06:56:09.018949500+00:00,36,1,DTE Staff,1,1,1678,1202,-200.0,-83.0,1,06:56:09.018949
2024-10-23 06:56:25.599424600+00:00,36,2,DTE Staff,3,11,1678,1202,-48.0,-200.0,1,06:56:25.599424
2024-10-23 06:56:28.598272900+00:00,36,2,DTE Student,4,11,1678,1202,-48.0,-200.0,1,06:56:28.598272
2024-10-23 06:56:31.488057800+00:00,36,2,DTE Staff,1,1,1678,1202,-200.0,-82.0,1,06:56:31.488057
2024-10-23 06:56:34.519824500+00:00,36,2,DTE Staff,2,1,1678,1202,-200.0,-83.0,1,06:56:34.519824
2024-10-23 06:56:50.222866300+00:00,36,3,DTE Staff,3,11,1678,1202,-48.0,-200.0,1,06:56:50.222866
2024-10-23 06:56:53.243038500+00:00,36,3,DTE Student,4,11,1678,1202,-48.0,-200.0,1,06:56:53.243038
2024-10-23 06:56:56.339349900+00:00,36,3,DTE Staff,1,1,1678,1202,-200.0,-83.0,1,06:56:56.339349
2024-10-23 06:56:59.290726600+00:00,36,3,DTE Staff,2,1,1678,1202,-200.0,-85.0,1,06:56:59.290726
2024-10-23 06:57:16.511047800+00:00,36,4,DTE Student,4,11,1678,1202,-50.0,-200.0,1,06:57:16.511047
2024-10-23 06:57:19.383758900+00:00,36,4,DTE Staff,3,11,1678,1202,-50.0,-200.0,1,06:57:19.383758
2024-10-23 06:57:22.343723100+00:00,36,4,DTE Staff,2,1,1678,1202,-200.0,-83.0,1,06:57:22.343723
2024-10-23 06:57:28.059867400+00:00,36,4,DTE Staff,1,1,1678,1202,-200.0,-85.0,1,06:57:28.059867
2024-10-23 06:57:41.057177900+00:00,36,5,DTE Staff,3,11,1678,1202,-51.0,-200.0,1,06:57:41.057177
2024-10-23 06:57:44.138498200+00:00,36,5,DTE Student,4,11,1678,1202,-51.0,-200.0,1,06:57:44.138498
2024-10-23 06:57:47.137498400+00:00,36,5,DTE Staff,1,1,1678,1202,-200.0,-82.0,1,06:57:47.137498
2024-10-23 06:57:50.137023+00:00,36,5,DTE Staff,2,1,1678,1202,-200.0,-82.0,1,06:57:50.137023
2024-10-23 06:58:06.872539500+00:00,36,6,DTE Staff,3,11,1678,1202,-49.0,-200.0,1,06:58:06.872539
2024-10-23 06:58:09.947104800+00:00,36,6,DTE Student,4,11,1678,1202,-49.0,-200.0,1,06:58:09.947104
2024-10-23 06:58:31.992062200+00:00,36,7,DTE Staff,3,11,1678,1202,-47.0,-200.0,1,06:58:31.992062
2024-10-23 06:58:35.029626800+00:00,36,7,DTE Student,4,11,1678,1202,-47.0,-200.0,1,06:58:35.029626
2024-10-23 06:58:38.105559700+00:00,36,7,DTE Staff,1,1,1678,1202,-200.0,-82.0,1,06:58:38.105559
2024-10-23 06:58:41.198891800+00:00,36,7,DTE Staff,2,1,1678,1202,-200.0,-85.0,1,06:58:41.198891
2024-10-23 06:58:57.151972500+00:00,36,8,DTE Student,4,11,1678,1202,-48.0,-200.0,1,06:58:57.151972
2024-10-23 06:59:00.244420100+00:00,36,8,DTE Staff,3,11,1678,1202,-48.0,-200.0,1,06:59:00.244420
2024-10-23 06:59:03.298612900+00:00,36,8,DTE Staff,2,1,1678,1202,-200.0,-83.0,1,06:59:03.298612
2024-10-23 06:59:06.185059200+00:00,36,8,DTE Staff,1,1,1678,1202,-200.0,-83.0,1,06:59:06.185059
2024-10-23 06:59:21.852016100+00:00,36,9,DTE Student,4,11,1678,1202,-49.0,-200.0,1,06:59:21.852016
2024-10-23 06:59:24.919196100+00:00,36,9,DTE Staff,3,11,1678,1202,-49.0,-200.0,1,06:59:24.919196
2024-10-23 06:59:27.978277800+00:00,36,9,DTE Staff,1,1,1678,1202,-200.0,-83.0,1,06:59:27.978277
2024-10-23 06:59:30.982295800+00:00,36,9,DTE Staff,2,1,1678,1202,-200.0,-83.0,1,06:59:30.982295
2024-10-23 06:59:47.263419+00:00,36,10,DTE Student,4,11,1678,1202,-48.0,-200.0,1,06:59:47.263419
2024-10-23 06:59:50.404801400+00:00,36,10,DTE Staff,3,11,1678,1202,-48.0,-200.0,1,06:59:50.404801
2024-10-23 06:59:53.396249800+00:00,36,10,DTE Staff,1,1,1678,1202,-200.0,-84.0,1,06:59:53.396249
2024-10-23 06:59:56.442216700+00:00,36,10,DTE Staff,2,1,1678,1202,-200.0,-84.0,1,06:59:56.442216
2024-10-23 07:00:12.977165800+00:00,36,11,DTE Staff,3,11,1678,1202,-48.0,-200.0,1,07:00:12.977165
2024-10-23 07:00:21.574029700+00:00,36,11,DTE Staff,1,1,1678,1202,-200.0,-82.0,1,07:00:21.574029
2024-10-23 07:00:21.574029700+00:00,36,11,DTE Student,4,11,1678,1202,-48.0,-200.0,1,07:00:21.574029
2024-10-23 07:00:24.489954600+00:00,36,11,DTE Staff,2,1,1678,1202,-200.0,-83.0,1,07:00:24.489954
2024-10-23 07:00:38.115469100+00:00,36,12,DTE Staff,3,11,1678,1202,-49.0,-200.0,1,07:00:38.115469
2024-10-23 07:00:41.214773300+00:00,36,12,DTE Student,4,11,1678,1202,-50.0,-200.0,1,07:00:41.214773
2024-10-23 07:00:44.408625200+00:00,36,12,DTE Staff,2,1,1678,1202,-200.0,-83.0,1,07:00:44.408625
2024-10-23 07:00:47.162988300+00:00,36,12,DTE Staff,1,1,1678,1202,-200.0,-83.0,1,07:00:47.162988
2024-10-23 07:01:06.177235700+00:00,36,13,DTE Staff,3,11,1678,1202,-49.0,-200.0,1,07:01:06.177235
2024-10-23 07:01:06.686405100+00:00,36,13,DTE Student,4,11,1678,1202,-49.0,-200.0,1,07:01:06.686405
2024-10-23 07:01:09.353532800+00:00,36,13,DTE Staff,2,1,1678,1202,-200.0,-80.0,1,07:01:09.353532
2024-10-23 07:01:12.424407200+00:00,36,13,DTE Staff,1,1,1678,1202,-200.0,-84.0,1,07:01:12.424407
2024-10-23 07:01:28.403670900+00:00,36,14,DTE Staff,3,11,1678,1202,-50.0,-200.0,1,07:01:28.403670
2024-10-23 07:01:31.494522900+00:00,36,14,DTE Student,4,11,1678,1202,-50.0,-200.0,1,07:01:31.494522
